"Name","Age","id","Total Sales","Total Quantity","Total Profit","Category","Products"
"Katrina Edelman",53,"KE-16420","1686.7312","67","397.8799","Furniture,Office Supplies,Technology","Avery Poly Binder Pockets,Bush Westfield Collection Bookcases  Fully Assembled,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,Eldon ProFile File N Store Portable File Tub Letter/Legal Size Black,Enermax Briskie RF Wireless Keyboard and Mouse Combo,Fellowes Mighty 8 Compact Surge Protector,GBC Poly Designer Binding Covers,Kensington Orbit Wireless Mobile Trackball for PC and Mac,Logitech G600 MMO Gaming Mouse,Petty Cash Envelope,REDIFORM Incoming/Outgoing Call Register  11 X 8 1/2  100 Messages,Situations Contoured Folding Chairs  4/Set,Staple envelope,Xerox 1928,Xerox 194"
"Karen Ferguson",65,"KF-16285","10604.266","67","1660.1386","Furniture,Office Supplies,Technology","#10 Self-Seal White Envelopes,Acco Perma 3000 Stacking Storage Drawers,Apple iPhone 5,Barrel Sharpener,BIC Brite Liner Grip Highlighters  Assorted  5/Pack,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,Carina Mini System Audio Rack  Model AR050B,Fellowes PB200 Plastic Comb Binding Machine,Hon Deluxe Fabric Upholstered Stacking Chairs  Rounded Back,Hon Pagoda Stacking Chairs,Multicolor Computer Printout Paper,Plantronics Encore H101 Dual Earpieces Headset,Rediform Voice Mail Log Books,Self-Adhesive Removable Labels,Tennsco 16-Compartment Lockers with Coat Rack,Xerox 1996,Xerox 217,Xerox 226"
"Katharine Harms",66,"KH-16330","3312.864","70","454.7871","Furniture,Office Supplies,Technology","3M Organizer Strips,Apple iPhone 5S,Avery Reinforcements for Hole-Punch Pages,Contemporary Wood/Metal Frame,Eldon Portable Mobile Manager,Global Commerce Series Low-Back Swivel/Tilt Chairs,Global Ergonomic Managers Chair,Hon Olson Stacker Stools,Maxell 4.7GB DVD+R 5/Pack,Memorex 25GB 6X Branded Blu-Ray Recordable Disc  15/Pack,Peel & Seel Recycled Catalog Envelopes  Brown,Rogers Profile Extra Capacity Storage Tub,Tensor Brushed Steel Torchiere Floor Lamp,Toshiba IPT2010-SD IP Telephone,Wirebound Message Books  Four 2 3/4 x 5 White Forms per Page,Wirebound Message Forms  Four 2 3/4 x 5 Forms per Page  Pink Paper,Xerox 2000,Zipper Ring Binder Pockets"
"Katherine Hughes",69,"KH-16360","3100.612","40","528.2051","Furniture,Office Supplies,Technology","Adams Telephone Message Books  5 1/4” x 11”,Avery 498,Avery Hi-Liter Pen Style Six-Color Fluorescent Set,DMI Arturo Collection Mission-style Design Wood Chair,GBC ProClick Spines for 32-Hole Punch,Global Deluxe Steno Chair,Global Leather and Oak Executive Chair  Black,Harbour Creations Steel Folding Chair,Ibico Plastic Spiral Binding Combs,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,Square Credit Card Reader,Staple-based wall hangings,Staple envelope,Tennsco 16-Compartment Lockers with Coat Rack"
"Keith Herrera",27,"KH-16510","5952.859","91","656.1162","Furniture,Office Supplies,Technology","Avery 489,Bevis Round Conference Table Top  X-Base,Cisco SPA301,GBC Durable Plastic Covers,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,JM Magazine Binder,Logitech Desktop MK120 Mouse and keyboard Combo,Novimex High-Tech Fabric Mesh Task Chair,OSullivan 4-Shelf Bookcase in Odessa Pine,OSullivan Living Dimensions 3-Shelf Bookcases,Plantronics Audio 478 Stereo USB Headset,Self-Adhesive Removable Labels,Seth Thomas 8 1/2 Cubicle Clock,Sharp AL-1530CS Digital Copier,Sony 64GB Class 10 Micro SDHC R40 Memory Card,Tennsco Double-Tier Lockers,Universal Recycled Hanging Pressboard Report Binders  Letter Size,Wilson Jones International Size A4 Ring Binders,Wirebound Message Book  4 per Page,Wirebound Service Call Books  5 1/2 x 4,Xerox 1881,Xerox 1900,Xerox 21"
"Ken Heidel",34,"KH-16630","3918.966","84","727.3786","Office Supplies,Technology","Acco Flexible ACCOHIDE Square Ring Data Binder  Dark Blue  11 1/2 X 14 7/8,Acco Perma 3000 Stacking Storage Drawers,Avery 493,Avery 513,Cisco IP Phone 7961G VoIP phone - Dark gray,Design Ebony Sketching Pencil,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,Newell 320,OtterBox Defender Series Case - Samsung Galaxy S4,Polycom VVX 310 VoIP phone,Safco Industrial Wire Shelving System,Samsung Galaxy S4 Active,Staples,Wilson Jones Standard D-Ring Binders,Wirebound Message Books  Four 2 3/4 x 5 Forms per Page  200 Sets per Book,Xerox 1906,Xerox 192"
"Kristen Hastings",36,"KH-16690","5990.799","69","1227.5091","Office Supplies,Technology","Adjustable Depth Letter/Legal Cart,Advantus Rolling Storage Box,American Pencil,Avery 477,Avery 492,Avery Self-Adhesive Photo Pockets for Polaroid Photos,Cisco SPA525G2 IP Phone - Wireless,Fellowes Officeware Wire Shelving,Panasonic KX T7736-B Digital phone,Samsung Galaxy S4 Active,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,Wilson Jones Ledger-Size  Piano-Hinge Binder  2  Blue,Xerox 1914,Xerox 1919,Xerox 218"
"Kelly Lampkin",60,"KL-16555","5016.488","84","-182.7813","Furniture,Office Supplies,Technology","Avery Poly Binder Pockets,Avery Premier Heavy-Duty Binder with Round Locking Rings,Catalog Binders with Expanding Posts,Crayola Anti Dust Chalk  12/Pack,Dixon Ticonderoga Maple Cedar Pencil  #2,Eaton Premium Continuous-Feed Paper  25% Cotton  Letter Size  White  1000 Shts/Box,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,Embossed Ink Jet Note Cards,Executive Impressions 14 Contract Wall Clock,Global Commerce Series High-Back Swivel/Tilt Chairs,Global Deluxe Office Fabric Chairs,High-Back Leather Managers Chair,Hon 5100 Series Wood Tables,Howard Miller 13 Diameter Goldtone Round Wall Clock,Ibico Laser Imprintable Binding System Covers,Kingston Digital DataTraveler 16GB USB 2.0,Lesro Sheffield Collection Coffee Table  End Table  Center Table  Corner Table,Lock-Up Easel Spel-Binder,Microsoft Sculpt Comfort Mouse,Motorola Moto X,Rubbermaid ClusterMat Chairmats  Mat Size- 66 x 60  Lip 20 x 11 -90 Degree Angle,Vinyl Coated Wire Paper Clips in Organizer Box  800/Box"
"Ken Lonsdale",43,"KL-16645","14175.229","113","806.8550","Furniture,Office Supplies,Technology","Acco 6 Outlet Guardian Premium Plus Surge Suppressor,Adams Telephone Message Books  5 1/4” x 11”,Avery Trapezoid Ring Binder  3 Capacity  Black  1040 sheets,Bestar Classic Bookcase,Binney & Smith Crayola Metallic Colored Pencils  8-Color Set,BlackBerry Q10,ClearOne Communications CHAT 70 OC Speaker Phone,Eldon 100 Class Desk Accessories,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,Fellowes Personal Hanging Folder Files  Navy,GBC Recycled Regency Composition Covers,High Speed Automatic Electric Letter Opener,Honeywell Quietcare HEPA Air Cleaner,Innergie mMini Combo Duo USB Travel Charging Kit,KI Conference Tables,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,Mitel MiVoice 5330e IP Phone,OIC Binder Clips  Mini  1/4 Capacity  Black,OIC Thumb-Tacks,Peel & Seel Recycled Catalog Envelopes  Brown,Polycom SoundPoint Pro SE-225 Corded phone,PureGear Roll-On Screen Protector,Samsung Replacement EH64AVFWE Premium Headset,Staple-based wall hangings,Storex Dura Pro Binders,Tennsco Commercial Shelving,Tennsco Single-Tier Lockers,Xerox 1957"
"Kalyca Meade",57,"KM-16225","2260.958","72","635.1057","Furniture,Office Supplies,Technology","3M Polarizing Light Filter Sleeves,Accohide Poly Flexible Ring Binders,Astroparche Fine Business Paper,Avery 475,Binney & Smith Crayola Metallic Colored Pencils  8-Color Set,Bulldog Table or Wall-Mount Pencil Sharpener,Cisco 8x8 Inc. 6753i IP Business Phone System,Crayola Colored Pencils,G.E. Halogen Desk Lamp Bulbs,Global Ergonomic Managers Chair,Howard Miller 11-1/2 Diameter Ridgewood Wall Clock,Iceberg Mobile Mega Data/Printer Cart ,Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,Manco Dry-Lighter Erasable Highlighter,Microsoft Natural Ergonomic Keyboard 4000,OtterBox Commuter Series Case - Samsung Galaxy S4,Recycled Desk Saver Line While You Were Out Book  5 1/2 X 4,Staples,Wilson Jones Ledger-Size  Piano-Hinge Binder  2  Blue"
"Katherine Murray",70,"KM-16375","5620.186","69","973.7902","Furniture,Office Supplies,Technology","Airmail Envelopes,Avery 3 1/2 Diskette Storage Pages  10/Pack,Binney & Smith inkTank Desk Highlighter  Chisel Tip  Yellow  12/Box,Fellowes Bankers Box Stor/Drawer Steel Plus,Global Fabric Managers Chair  Dark Gray,HON 5400 Series Task Chairs for Big and Tall,Howard Miller 13 Diameter Pewter Finish Round Wall Clock,KI Adjustable-Height Table,Letter or Legal Size Expandable Poly String Tie Envelopes,Letter Size Cart,LF Elite 3D Dazzle Designer Hard Case Cover  Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite,Logitech G19 Programmable Gaming Keyboard,Message Book  Phone  Wirebound Standard Line Memo  2 3/4 X 5,Microsoft Wireless Mobile Mouse 4000,Recycled Steel Personal File for Hanging File Folders,Sauder Inglewood Library Bookcases,Toshiba IPT2010-SD IP Telephone,Westinghouse Clip-On Gooseneck Lamps,Xerox 1917,Xerox 1970"
"Khloe Miller",57,"KM-16660","453.538","30","91.1391","Furniture,Office Supplies,Technology","Avery 495,Hoover Commercial SteamVac,Howard Miller 14-1/2 Diameter Chrome Round Wall Clock,Memorex 25GB 6X Branded Blu-Ray Recordable Disc  15/Pack,Newell 332,Panasonic KX TS3282B Corded phone,Staples in misc. colors,Wirebound Message Books  Two 4 1/4 x 5 Forms per Page,Xerox 201"
"Kunst Miller",69,"KM-16720","4909.472","98","745.7685","Furniture,Office Supplies,Technology","Acco PRESSTEX Data Binder with Storage Hooks  Dark Blue  14 7/8 X 11,Acme Kleen Earth Office Shears,Apple iPhone 5S,Avery 490,Belkin 8 Outlet Surge Protector,BIC Brite Liner Grip Highlighters,Cameo Buff Policy Envelopes,Dixon Ticonderoga Core-Lock Colored Pencils,DMI Arturo Collection Mission-style Design Wood Chair,Fiskars Softgrip Scissors,GE 30524EE4,Gear Head AU3700S Headset,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,HP Standard 104 key PS/2 Keyboard,Kensington Expert Mouse Optical USB Trackball for PC or Mac,Logitech Illuminated Ultrathin Keyboard with Backlighting,Luxo Economy Swing Arm Lamp,Newell 317,Panasonic KP-380BK Classic Electric Pencil Sharpener,Peel-Off China Markers,Prang Dustless Chalk Sticks,Pressboard Data Binder  Crimson  12 X 8 1/2,Space Solutions HD Industrial Steel Shelving.,Staple remover,Tensor Computer Mounted Lamp,Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc  3/Pack,Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders  Clear,Xerox 1943"
"Katherine Nockton",43,"KN-16390","2617.272","56","-151.1518","Furniture,Office Supplies,Technology","Acco D-Ring Binder w/DublLock,Avery 482,Avery 503,Avery Round Ring Poly Binders,Chromcraft 48 x 96 Racetrack Double Pedestal Table,Global Commerce Series High-Back Swivel/Tilt Chairs,Global Highback Leather Tilter in Burgundy,Global Leather & Oak Executive Chair  Burgundy,Hewlett-Packard 300S Scientific Calculator,Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,Plantronics MX500i Earset,Samsung Convoy 3,Sony 16GB Class 10 Micro SDHC R40 Memory Card,Tenex Chairmats For Use with Hard Floors,Xerox 188,Xerox 230"
"Kean Nguyen",47,"KN-16450","2171.962","49","114.3083","Furniture,Office Supplies,Technology","Acco 7-Outlet Masterpiece Power Center  Wihtout Fax/Phone Line Protection,AT&T 1080 Corded phone,Avery Binder Labels,Howard Miller Distant Time Traveler Alarm Clock,Maxell 4.7GB DVD-R 5/Pack,OSullivan Living Dimensions 2-Shelf Bookcases,Pyle PMP37LED,Recycled Pressboard Report Cover with Reinforced Top Hinge"
"Kristina Nunn",65,"KN-16705","2280.580","55","329.7625","Furniture,Office Supplies,Technology","Acme Value Line Scissors,Anker 24W Portable Micro USB Car Charger,Array Parchment Paper  Assorted Colors,Fiskars 8 Scissors  2/Pack,GBC Standard Therm-A-Bind Covers,Hon Practical Foundations 30 x 60 Training Table  Light Gray/Charcoal,Newell 344,OIC #2 Pencils  Medium Soft,Polycom VoiceStation 500 Conference phone,Staple envelope,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,Verbatim Slim CD and DVD Storage Cases  50/Pack,Wausau Papers Astrobrights Colored Envelopes,Wirebound Message Books  Four 2 3/4 x 5 Forms per Page  600 Sets per Book,Xerox 1882"
"Karen Seio",53,"KS-16300","88.472","10","0.1110","Office Supplies,Technology","Avery 508,Euro Pro Shark Stick Mini Vacuum,Heavy-Duty E-Z-D Binders,SmartStand Mobile Device Holder  Assorted Colors"
"Kean Takahito",24,"KT-16465","3057.100","45","254.0032","Furniture,Office Supplies,Technology","Avery Durable Slant Ring Binders,Avery Hole Reinforcements,Fellowes Personal Hanging Folder Files  Navy,Geographics Note Cards  Blank  White  8 1/2 x 11,Global Airflow Leather Mesh Back Chair  Black,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,Leather Task Chair  Black,Logitech Trackman Marble Mouse,Newell 33,SAFCO Arco Folding Chair,Snap-A-Way Black Print Carbonless Ruled Speed Letter  Triplicate,Vinyl Coated Wire Paper Clips in Organizer Box  800/Box,Xerox 1915,Xerox 1924"
"Kean Thornton",51,"KT-16480","4642.0884","37","194.0671","Furniture,Office Supplies,Technology","Acco Bankers Clasps  5 3/4-Long,APC 7 Outlet Network SurgeArrest Surge Protector,Atlantic Metals Mobile 5-Shelf Bookcases  Custom Colors,Bevis Traditional Conference Table Top  Plinth Base,Blue String-Tie & Button Interoffice Envelopes  10 x 13,BOSTON Ranger #55 Pencil Sharpener  Black,Color-Coded Legal Exhibit Labels,Design Ebony Sketching Pencil,Hewlett Packard LaserJet 3310 Copier,KI Adjustable-Height Table,Polycom VVX 310 VoIP phone,Tennsco 6- and 18-Compartment Lockers,Xerox 203"
"Katrina Willman",48,"KW-16435","4416.520","42","1756.1350","Furniture,Office Supplies,Technology","Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,Avery Address/Shipping Labels for Typewriters  4 x 2,Avery Reinforcements for Hole-Punch Pages,Cisco 9971 IP Video Phone Charcoal,Eldon Wave Desk Accessories,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,Global Ergonomic Managers Chair,LG G3,Motorola L804,Newell 333"
"Kelly Williams",50,"KW-16570","449.096","22","107.9270","Furniture,Office Supplies,Technology","Dana Swing-Arm Lamps,Holmes Odor Grabber,Memorex Froggy Flash Drive 8 GB,Tenex V2T-RE Standard Weight Series Chair Mat  45 x 53  Lip 25 x 12,Wilson Jones Hanging View Binder  White  1"
"Laura Armstrong",59,"LA-16780","8673.222","105","2059.1199","Furniture,Office Supplies,Technology","2300 Heavy-Duty Transfer File Systems by Perma,9-3/4 Diameter Round Wall Clock,Assorted Color Push Pins,Avery 514,C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back  8-1/2x11  25/Bx,Cisco SPA 502G IP Phone,Cisco SPA112 2 Port Phone Adapter,Cisco SPA301,Cisco SPA508G,Easy-staple paper,GE General Purpose  Extra Long Life  Showcase & Floodlight Incandescent Bulbs,Global Commerce Series High-Back Swivel/Tilt Chairs,Global Leather Executive Chair,HON 5400 Series Task Chairs for Big and Tall,Howard Miller 11-1/2 Diameter Ridgewood Wall Clock,Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning,netTALK DUO VoIP Telephone Service,Permanent Self-Adhesive File Folder Labels for Typewriters  1 1/8 x 3 1/2  White,REDIFORM Incoming/Outgoing Call Register  11 X 8 1/2  100 Messages,Sony 32GB Class 10 Micro SDHC R40 Memory Card,Staple-based wall hangings,Tennsco Lockers  Gray,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,Wireless Extenders zBoost YX545 SOHO Signal Booster,Xerox 1910,Xerox 1915"
"Larry Blacks",65,"LB-16735","50.188","12","18.6507","Furniture,Office Supplies","DAX Value U-Channel Document Frames  Easel Back,OIC Binder Clips,Xerox 1968"
"Laurel Beltran",18,"LB-16795","4985.676","76","-52.1910","Furniture,Office Supplies,Technology","#10- 4 1/8 x 9 1/2 Security-Tint Envelopes,Avery Framed View Binder  EZD Ring (Locking)  Navy  1 1/2,Avery Personal Creations Heavyweight Cards,Black Avery Memo-Size 3-Ring Binder  5 1/2 x 8 1/2,Fellowes PB200 Plastic Comb Binding Machine,G.E. Halogen Desk Lamp Bulbs,GBC Velobind Prepunched Cover Sets  Regency Series,Global Leather Highback Executive Chair with Pneumatic Height Adjustment  Black,Globe Weis Peel & Seel First Class Envelopes,Home/Office Personal File Carts,Ibico Standard Transparent Covers,Memorex 25GB 6X Branded Blu-Ray Recordable Disc  15/Pack,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,Recycled Easel Ring Binders,Riverside Furniture Oval Coffee Table  Oval End Table  End Table with Drawer,Rogers Profile Extra Capacity Storage Tub,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,Sauder Facets Collection Locker/File Cabinet  Sky Alder Finish,Tenex Chairmats For Use With Carpeted Floors,Xerox 1886,XtraLife ClearVue Slant-D Ring Binders by Cardinal,Zebra GK420t Direct Thermal/Thermal Transfer Printer,Zipper Ring Binder Pockets"
"Lena Cacioppo",63,"LC-16870","2580.704","113","-188.2511","Furniture,Office Supplies,Technology","Ampad Gold Fibre Wirebound Steno Books  6 x 9  Gregg Ruled,Avery 05222 Permanent Self-Adhesive File Folder Labels for Typewriters  on Rolls  White  250/Roll,Avery Arch Ring Binders,Avery Trapezoid Ring Binder  3 Capacity  Black  1040 sheets,Bevis Rectangular Conference Tables,BPI Conference Tables,Carina Mini System Audio Rack  Model AR050B,Commercial WindTunnel Clean Air Upright Vacuum  Replacement Belts  Filtration Bags,DAX Two-Tone Silver Metal Document Frame,Deflect-o DuraMat Lighweight  Studded  Beveled Mat for Low Pile Carpeting,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,Eldon Image Series Desk Accessories  Burgundy,Elite 5 Scissors,Euro Pro Shark Stick Mini Vacuum,GBC Instant Index System for Binding Systems,GBC Linen Binding Covers,Logitech K350 2.4Ghz Wireless Keyboard,Logitech Gaming G510s - Keyboard,Memorex Micro Travel Drive 16 GB,Newell 317,Newell 34,Newell 344,OtterBox Commuter Series Case - Samsung Galaxy S4,Panasonic KX - TS880B Telephone,Peel & Stick Add-On Corner Pockets,Staple-based wall hangings,Wirebound Four 2-3/4 x 5 Forms per Page  400 Sets per Book,Xerox 217,Xerox 224"
"Lena Creighton",31,"LC-16885","7663.126","93","1288.3469","Furniture,Office Supplies,Technology","Bretford CR4500 Series Slim Rectangular Table,Dana Swing-Arm Lamps,Eldon Image Series Black Desk Accessories,Eldon L Workstation Diamond Chairmat,Eldon Radial Chair Mat for Low to Medium Pile Carpets,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,Fiskars Softgrip Scissors,GBC Plasticlear Binding Covers,GBC Pre-Punched Binding Paper  Plastic  White  8-1/2 x 11,GBC Wire Binding Strips,Gear Head AU3700S Headset,Global Managers Adjustable Task Chair  Storm,Ideal Clamps,Logitech Wireless Performance Mouse MX for PC and Mac,Longer-Life Soft White Bulbs,OtterBox Commuter Series Case - iPhone 5 & 5s,Plantronics HL10 Handset Lifter,RCA Visys Integrated PBX 8-Line Router,Rubbermaid ClusterMat Chairmats  Mat Size- 66 x 60  Lip 20 x 11 -90 Degree Angle,Safco Contoured Stacking Chairs,Sanford Colorific Colored Pencils  12/Box,Xerox 1880,Xerox 195"
